"column_level_details"
"(PJ2439,activeind,varchar)"
"(PJ2439,auditid,varchar)"
"(PJ2439,auditseq,varchar)"
"(PJ2439,change_id,varchar)"
"(PJ2439,client,varchar)"
"(PJ2439,createdby,varchar)"
"(PJ2439,create_id,varchar)"
"(PJ2439,cusip,varchar)"
"(PJ2439,date_business,varchar)"
"(PJ2439,date_created,varchar)"
"(PJ2439,date_ex,varchar)"
"(PJ2439,date_inactive,varchar)"
"(PJ2439,date_payment,varchar)"
"(PJ2439,date_record,varchar)"
"(PJ2439,date_trade,varchar)"
"(PJ2439,date_updated,varchar)"
"(PJ2439,fileid,varchar)"
"(PJ2439,payment_type,varchar)"
"(PJ2439,percentage,varchar)"
"(PJ2439,rate,varchar)"
"(PJ2439,record_type,varchar)"
"(PJ2439,rev_ind,varchar)"
"(PJ2439,rownum,varchar)"
"(PJ2439,source_id,varchar)"
"(PJ2439,status,varchar)"
"(PJ2439,taxyear,varchar)"
"(PJ2439,updatedby,varchar)"
"(PJ2439,withhold_rate,varchar)"
"(PJ2439,withhold_type,varchar)"
"(PJCB,account,varchar)"
"(PJCB,account_original,varchar)"
"(PJCB,activeind,varchar)"
"(PJCB,amount_close,numeric)"
"(PJCB,amount_close_orig,numeric)"
"(PJCB,amount_open,numeric)"
"(PJCB,amount_open_orig,numeric)"
"(PJCB,amount_wash_disallow,numeric)"
"(PJCB,amount_wash_open,numeric)"
"(PJCB,auditid,int8)"
"(PJCB,auditseq,int8)"
"(PJCB,box_8949,varchar)"
"(PJCB,bypass_code,varchar)"
"(PJCB,cancel_code,varchar)"
"(PJCB,cb_comments,varchar)"
"(PJCB,cbrecid,varchar)"
"(PJCB,change_id,varchar)"
"(PJCB,client,varchar)"
"(PJCB,client_key,varchar)"
"(PJCB,collectible,varchar)"
"(PJCB,cost_unk_ind,varchar)"
"(PJCB,country_trade,varchar)"
"(PJCB,covered_ind,varchar)"
"(PJCB,createdby,varchar)"
"(PJCB,create_id,varchar)"
"(PJCB,currency,varchar)"
"(PJCB,current_taxonomy_sec_type,varchar)"
"(PJCB,cusip,varchar)"
"(PJCB,date_business,date)"
"(PJCB,date_close,date)"
"(PJCB,date_create,timestamp)"
"(PJCB,date_expiration,date)"
"(PJCB,date_filing_corr,date)"
"(PJCB,date_filing_orig,date)"
"(PJCB,date_filing_void,date)"
"(PJCB,date_inactive,date)"
"(PJCB,date_open,date)"
"(PJCB,date_open_adj,date)"
"(PJCB,date_print_last,date)"
"(PJCB,date_print_orig,date)"
"(PJCB,date_processed,date)"
"(PJCB,date_settle_close,date)"
